mapping_version	row_key_v1	manifest_ordinal	canonical_row_rank	family_contract_display_id	backend	cell_storage_id	semantic_operation_id	isa_ordinal_or_scalar	backend_outcome	backend_na_reason	backend_evidence_anchor	direct_symbol	direct_symbol_storage_id	shared_kernel_id	kernel_owner_cell_key	kernel_owner_dependency_id	kernel_batch_display_id	kernel_batch_storage_id	evidence_batch_display_id	evidence_batch_storage_id
v1	rk-v1-a52cedcdbe49ab966c5c1d460c3fa50ce38c5e93f1ac07b8e8ce8fcfa73ba3be	3	10	FC-v1-helper-validation	archsimd	cell-v1-3fba262c08f531e5bbc3b3477b2429913e0ec5e07b2fcb4054e87f6e9a8ca668	op-v1-746f2ddb034fd6031f7480dc27f8384c48b313010cdf7ce853d620b940e70a90	4	not_applicable	native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:477									
v1	rk-v1-a52cedcdbe49ab966c5c1d460c3fa50ce38c5e93f1ac07b8e8ce8fcfa73ba3be	3	10	FC-v1-helper-validation	neon	cell-v1-94baf50d713758b25b9a4fb3df962320ee6f9ffabf2192d5778466b3dc001726	op-v1-746f2ddb034fd6031f7480dc27f8384c48b313010cdf7ce853d620b940e70a90	4	not_applicable	native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:477									
v1	rk-v1-8d5736e31439e82c6c3124a1eca6edf59cec453a5b7a9f32e9099960e8bca489	4	0	FC-v1-helper-validation	westmere	cell-v1-41428e5a951efbfcc66a6ae7b05cf35b49598729d7ff2d6d24f53e033545019c	op-v1-746f2ddb034fd6031f7480dc27f8384c48b313010cdf7ce853d620b940e70a90	4	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:510;api-manifest.tsv:ValidateUTF16LE;isa-eligibility.tsv:ValidateUTF16LE/BE, AsASCII, and WithErrors;upstream:src/westmere/sse_validate_utf16.cpp:2	validateUTF16LEWestmere	symbol-v1-10e5f120c7afcfd9e57bf3c63ea211097eab1f07546264414b1a2c9aaae88518	shared-kernel-v1-5b2e28dc380d991830958c5aa91a2b246431a0df7b0bce3520ca2ebb5176b525	cell-v1-41428e5a951efbfcc66a6ae7b05cf35b49598729d7ff2d6d24f53e033545019c		KB-v1-FC-v1-helper-validation-westmere-01	batch-v1-012abe96dfb8e6ce6d69db8ce4ec8678ff49eefb9f4dfc696bd73a782f0339c6	EB-v1-KB-v1-FC-v1-helper-validation-westmere-01-01	batch-v1-350baea6045b345ea545f863d4cf14b21666e0b7b8b5e5289dc67d4e434ce0c9
v1	rk-v1-8d5736e31439e82c6c3124a1eca6edf59cec453a5b7a9f32e9099960e8bca489	4	0	FC-v1-helper-validation	haswell	cell-v1-8a8700e58c25b9848e16d6a46ea69dba10cef59e23c7cd7b080177977929d29d	op-v1-746f2ddb034fd6031f7480dc27f8384c48b313010cdf7ce853d620b940e70a90	4	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:510;api-manifest.tsv:ValidateUTF16LE;isa-eligibility.tsv:ValidateUTF16LE/BE, AsASCII, and WithErrors;upstream:src/haswell/avx2_validate_utf16.cpp:2	validateUTF16LEHaswell	symbol-v1-39c4baeb1702acb4eae4fb81d608fdba413a9191129ec8c333b145e6a9be67ef	shared-kernel-v1-750c7e4e682b90fb521102b4e64837bb370b6b7b08a708122e7d6b656ce9a244	cell-v1-8a8700e58c25b9848e16d6a46ea69dba10cef59e23c7cd7b080177977929d29d		KB-v1-FC-v1-helper-validation-haswell-01	batch-v1-43b21b9c3d360ad33c9540ef24a8ad9349207b70994356c50cdd24061304e97a	EB-v1-KB-v1-FC-v1-helper-validation-haswell-01-01	batch-v1-dbe6c6842750dfb1580bd43b982bc92b8efeeb5198d5581627c8801ee8aacb63
v1	rk-v1-8d5736e31439e82c6c3124a1eca6edf59cec453a5b7a9f32e9099960e8bca489	4	0	FC-v1-helper-validation	archsimd	cell-v1-b603844f2b0c87ab4491d26f439b1e133e28d9eb52f63a7d3efd127b5b7b62f9	op-v1-746f2ddb034fd6031f7480dc27f8384c48b313010cdf7ce853d620b940e70a90	4	eligible		simd/archsimd Go 1.26.5:FC-v1-helper-validation audit row; archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	validateUTF16LEArchsimd	symbol-v1-ce6caf782c29a5adcaf5f72a003a8ac1e3d0df6fe965604a5629e4a4704804eb	shared-kernel-v1-eb8ff33c47952dee29a6781a25d79699247ad801d855b7e05f69b9198a8a6794	cell-v1-b603844f2b0c87ab4491d26f439b1e133e28d9eb52f63a7d3efd127b5b7b62f9		KB-v1-FC-v1-helper-validation-archsimd-01	batch-v1-a3e22eb4f08275882272028524ee80416c7d736d6968d7a3d24357b95fdd92f0	EB-v1-KB-v1-FC-v1-helper-validation-archsimd-01-01	batch-v1-838fcb2c19051b4b339c8fab7e0e702645b87588e1df41276962c58426692264
v1	rk-v1-8d5736e31439e82c6c3124a1eca6edf59cec453a5b7a9f32e9099960e8bca489	4	0	FC-v1-helper-validation	neon	cell-v1-2fc44c783d1116243734bba21505a7186819d7739fd3bc7e0bde9453f38ac5f5	op-v1-746f2ddb034fd6031f7480dc27f8384c48b313010cdf7ce853d620b940e70a90	4	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:510;api-manifest.tsv:ValidateUTF16LE;isa-eligibility.tsv:ValidateUTF16LE/BE, AsASCII, and WithErrors;upstream:src/arm64/arm_validate_utf16.cpp:2	validateUTF16LENEON	symbol-v1-c10bf40ebc1deb313feaacac6aaf9da891f2ca0508e9f3bfef0c45d83b9a9356	shared-kernel-v1-cbd5e42409e2457aea8b9a66df38c738f8aa89a27ccf97f05b9a0a0135e862af	cell-v1-2fc44c783d1116243734bba21505a7186819d7739fd3bc7e0bde9453f38ac5f5		KB-v1-FC-v1-helper-validation-neon-01	batch-v1-d6ffbe759311fcbe5f968ed9e3947867a8f18f4788f635e702c056a9ce45e97f	EB-v1-KB-v1-FC-v1-helper-validation-neon-01-01	batch-v1-e4c40435708ef950c5c82e049a34ee64924fdbb1d38b87f01666bb9e55fa0cca
v1	rk-v1-ad34c01660ce58c1c164b0fd72c1d6d352a7b816edd39fb68c8d90ff2aaf90ce	5	1	FC-v1-helper-validation	westmere	cell-v1-30052e6a1e7194176bb30ea05de7be69a9d6da6dd6d3bc457fa32b0289bc8ee6	op-v1-746f2ddb034fd6031f7480dc27f8384c48b313010cdf7ce853d620b940e70a90	4	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:543;api-manifest.tsv:ValidateUTF16BE;isa-eligibility.tsv:ValidateUTF16LE/BE, AsASCII, and WithErrors;upstream:src/westmere/sse_validate_utf16.cpp:2	validateUTF16BEWestmere	symbol-v1-ff10cb45e9df405128cb74b21ae358dcec0df76f060f4b27e863b04b2fae9c89	shared-kernel-v1-0d77c2a3998d1df84461175da860f7e0e8bf8990de0381b06ce2edad95cafa70	cell-v1-30052e6a1e7194176bb30ea05de7be69a9d6da6dd6d3bc457fa32b0289bc8ee6		KB-v1-FC-v1-helper-validation-westmere-01	batch-v1-012abe96dfb8e6ce6d69db8ce4ec8678ff49eefb9f4dfc696bd73a782f0339c6	EB-v1-KB-v1-FC-v1-helper-validation-westmere-01-01	batch-v1-350baea6045b345ea545f863d4cf14b21666e0b7b8b5e5289dc67d4e434ce0c9
v1	rk-v1-ad34c01660ce58c1c164b0fd72c1d6d352a7b816edd39fb68c8d90ff2aaf90ce	5	1	FC-v1-helper-validation	haswell	cell-v1-7a2e8ce585fe2826d4099ff663457453c71d0316d79f53c2fca001832ece88c2	op-v1-746f2ddb034fd6031f7480dc27f8384c48b313010cdf7ce853d620b940e70a90	4	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:543;api-manifest.tsv:ValidateUTF16BE;isa-eligibility.tsv:ValidateUTF16LE/BE, AsASCII, and WithErrors;upstream:src/haswell/avx2_validate_utf16.cpp:2	validateUTF16BEHaswell	symbol-v1-a86e21e6f2eccd8ce93a00b016e1a366947c29ffc5f89becaf8bab85375a59ef	shared-kernel-v1-c411ade713d82ae403cc1fca872d3e6f0c791e70f511823f4ae7269b4ee8f52a	cell-v1-7a2e8ce585fe2826d4099ff663457453c71d0316d79f53c2fca001832ece88c2		KB-v1-FC-v1-helper-validation-haswell-01	batch-v1-43b21b9c3d360ad33c9540ef24a8ad9349207b70994356c50cdd24061304e97a	EB-v1-KB-v1-FC-v1-helper-validation-haswell-01-01	batch-v1-dbe6c6842750dfb1580bd43b982bc92b8efeeb5198d5581627c8801ee8aacb63
v1	rk-v1-ad34c01660ce58c1c164b0fd72c1d6d352a7b816edd39fb68c8d90ff2aaf90ce	5	1	FC-v1-helper-validation	archsimd	cell-v1-0f5a69862791e6414fb091668cfec8e4def68bdf4a704707a4c16145fab396ed	op-v1-746f2ddb034fd6031f7480dc27f8384c48b313010cdf7ce853d620b940e70a90	4	eligible		simd/archsimd Go 1.26.5:FC-v1-helper-validation audit row; archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	validateUTF16BEArchsimd	symbol-v1-b9276071ca1a3bf00352328ed7bec6c6775b8a0f1d3ddebf1e2de810377a77c1	shared-kernel-v1-1ffcc9696d2eceb078911ff2a00891400087ed96584a96b668169d8707a5e95c	cell-v1-0f5a69862791e6414fb091668cfec8e4def68bdf4a704707a4c16145fab396ed		KB-v1-FC-v1-helper-validation-archsimd-01	batch-v1-a3e22eb4f08275882272028524ee80416c7d736d6968d7a3d24357b95fdd92f0	EB-v1-KB-v1-FC-v1-helper-validation-archsimd-01-01	batch-v1-838fcb2c19051b4b339c8fab7e0e702645b87588e1df41276962c58426692264
v1	rk-v1-ad34c01660ce58c1c164b0fd72c1d6d352a7b816edd39fb68c8d90ff2aaf90ce	5	1	FC-v1-helper-validation	neon	cell-v1-f5c61daf7cd9a6800ac1548bd6a50ba35d48f4699d1758bf79cde7d7d1180c9d	op-v1-746f2ddb034fd6031f7480dc27f8384c48b313010cdf7ce853d620b940e70a90	4	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:543;api-manifest.tsv:ValidateUTF16BE;isa-eligibility.tsv:ValidateUTF16LE/BE, AsASCII, and WithErrors;upstream:src/arm64/arm_validate_utf16.cpp:2	validateUTF16BENEON	symbol-v1-95bab0460331b103d2c3420b4bca365d9e5708d971d89e91ee6bc4c77d9afbc4	shared-kernel-v1-69a1d61a7ce6b0e63aa3136d8d7e808255145c4ffadbb88754ccdeddaedebd1f	cell-v1-f5c61daf7cd9a6800ac1548bd6a50ba35d48f4699d1758bf79cde7d7d1180c9d		KB-v1-FC-v1-helper-validation-neon-01	batch-v1-d6ffbe759311fcbe5f968ed9e3947867a8f18f4788f635e702c056a9ce45e97f	EB-v1-KB-v1-FC-v1-helper-validation-neon-01-01	batch-v1-e4c40435708ef950c5c82e049a34ee64924fdbb1d38b87f01666bb9e55fa0cca
v1	rk-v1-47f5dfd270841a1944b531421099b8caea100012bf1eec46019a79b3e8bc74b4	6	8	FC-v1-helper-validation	westmere	cell-v1-0766ecd28b440f8f201d062913f524e11de1b0c01d7fdd3a52784a3fccddd036	op-v1-746f2ddb034fd6031f7480dc27f8384c48b313010cdf7ce853d620b940e70a90	4	not_applicable	native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:576									
v1	rk-v1-47f5dfd270841a1944b531421099b8caea100012bf1eec46019a79b3e8bc74b4	6	8	FC-v1-helper-validation	haswell	cell-v1-96b3ba5538a4da326c4dcbaa18730080d5cc941fac5dea59e6a47a8116b46126	op-v1-746f2ddb034fd6031f7480dc27f8384c48b313010cdf7ce853d620b940e70a90	4	not_applicable	native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:576									
v1	rk-v1-47f5dfd270841a1944b531421099b8caea100012bf1eec46019a79b3e8bc74b4	6	8	FC-v1-helper-validation	archsimd	cell-v1-82f37d9ba518350a3993cb9cdfa9207ff441f87f28f81eca04e5c53baf45b1f1	op-v1-746f2ddb034fd6031f7480dc27f8384c48b313010cdf7ce853d620b940e70a90	4	not_applicable	native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:576									
v1	rk-v1-47f5dfd270841a1944b531421099b8caea100012bf1eec46019a79b3e8bc74b4	6	8	FC-v1-helper-validation	neon	cell-v1-e65b6990d105163fd37b76fa12105e2a26fb683786c549ad58078a01082e2591	op-v1-746f2ddb034fd6031f7480dc27f8384c48b313010cdf7ce853d620b940e70a90	4	not_applicable	native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:576									
v1	rk-v1-55f826b04d8bbbc821d5ede4c30459a30f115e30782db16a8f89b91d1f2a40d5	7	2	FC-v1-helper-validation	westmere	cell-v1-4d313b34d5fec701af6d27a194d25b2d74936be166c12f5fe38efa5825b4f270	op-v1-746f2ddb034fd6031f7480dc27f8384c48b313010cdf7ce853d620b940e70a90	4	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:609;api-manifest.tsv:ValidateUTF16LEWithErrors;isa-eligibility.tsv:ValidateUTF16LE/BE, AsASCII, and WithErrors;upstream:src/westmere/sse_validate_utf16.cpp:2	validateUTF16LEWithErrorsWestmere	symbol-v1-7cf04a5cee183ee420f3fed7c982d15089c7b0974cccbdb5492abb9f8e72ac47	shared-kernel-v1-a86df66924835da01065b550a63731e18574877ab5b9053d80a2d64ca3738b42	cell-v1-4d313b34d5fec701af6d27a194d25b2d74936be166c12f5fe38efa5825b4f270		KB-v1-FC-v1-helper-validation-westmere-01	batch-v1-012abe96dfb8e6ce6d69db8ce4ec8678ff49eefb9f4dfc696bd73a782f0339c6	EB-v1-KB-v1-FC-v1-helper-validation-westmere-01-01	batch-v1-350baea6045b345ea545f863d4cf14b21666e0b7b8b5e5289dc67d4e434ce0c9
v1	rk-v1-55f826b04d8bbbc821d5ede4c30459a30f115e30782db16a8f89b91d1f2a40d5	7	2	FC-v1-helper-validation	haswell	cell-v1-4db9f9e1d21237194ae230ecec02af49e892b971ea966b322d129ab63566b06a	op-v1-746f2ddb034fd6031f7480dc27f8384c48b313010cdf7ce853d620b940e70a90	4	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:609;api-manifest.tsv:ValidateUTF16LEWithErrors;isa-eligibility.tsv:ValidateUTF16LE/BE, AsASCII, and WithErrors;upstream:src/haswell/avx2_validate_utf16.cpp:2	validateUTF16LEWithErrorsHaswell	symbol-v1-5142a1961b41e902642016319395d296c53f700087b85a47a8259118e6a851bd	shared-kernel-v1-741d4303f4401a960b43e591e493410ae12da24d6430e4d9683a400bfa463d47	cell-v1-4db9f9e1d21237194ae230ecec02af49e892b971ea966b322d129ab63566b06a		KB-v1-FC-v1-helper-validation-haswell-01	batch-v1-43b21b9c3d360ad33c9540ef24a8ad9349207b70994356c50cdd24061304e97a	EB-v1-KB-v1-FC-v1-helper-validation-haswell-01-01	batch-v1-dbe6c6842750dfb1580bd43b982bc92b8efeeb5198d5581627c8801ee8aacb63
v1	rk-v1-55f826b04d8bbbc821d5ede4c30459a30f115e30782db16a8f89b91d1f2a40d5	7	2	FC-v1-helper-validation	archsimd	cell-v1-6c92454ac2618c935caa157521ab5cd331af3858cb5f7abc191c7b3eb73a3c47	op-v1-746f2ddb034fd6031f7480dc27f8384c48b313010cdf7ce853d620b940e70a90	4	eligible		simd/archsimd Go 1.26.5:FC-v1-helper-validation audit row; archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	validateUTF16LEWithErrorsArchsimd	symbol-v1-342ee20419bea84e9fe91529bd5f310efe972ece508bd95262f5375242957b1b	shared-kernel-v1-120db5f70734db70c2adb55bce38c42a97fd63340df6eb1aef80851057d20b8f	cell-v1-6c92454ac2618c935caa157521ab5cd331af3858cb5f7abc191c7b3eb73a3c47		KB-v1-FC-v1-helper-validation-archsimd-01	batch-v1-a3e22eb4f08275882272028524ee80416c7d736d6968d7a3d24357b95fdd92f0	EB-v1-KB-v1-FC-v1-helper-validation-archsimd-01-01	batch-v1-838fcb2c19051b4b339c8fab7e0e702645b87588e1df41276962c58426692264
v1	rk-v1-55f826b04d8bbbc821d5ede4c30459a30f115e30782db16a8f89b91d1f2a40d5	7	2	FC-v1-helper-validation	neon	cell-v1-384c263a0e94659fedcc18cf58fc109a0d42f728f17b8cdd7150c32067382556	op-v1-746f2ddb034fd6031f7480dc27f8384c48b313010cdf7ce853d620b940e70a90	4	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:609;api-manifest.tsv:ValidateUTF16LEWithErrors;isa-eligibility.tsv:ValidateUTF16LE/BE, AsASCII, and WithErrors;upstream:src/arm64/arm_validate_utf16.cpp:2	validateUTF16LEWithErrorsNEON	symbol-v1-9eb8d6f1ce7e5f620fdaec8d480b014f01f727797d148e93a3b44c736ca38c6b	shared-kernel-v1-889ed4c2c06af9400fdf9225b1588a00fc903afd35d146974f31c833acf6118e	cell-v1-384c263a0e94659fedcc18cf58fc109a0d42f728f17b8cdd7150c32067382556		KB-v1-FC-v1-helper-validation-neon-01	batch-v1-d6ffbe759311fcbe5f968ed9e3947867a8f18f4788f635e702c056a9ce45e97f	EB-v1-KB-v1-FC-v1-helper-validation-neon-01-01	batch-v1-e4c40435708ef950c5c82e049a34ee64924fdbb1d38b87f01666bb9e55fa0cca
v1	rk-v1-34e8babc50eba5d4c910fc6e9269e486d874d1d99cea1cbc37eaf51751d2b8e3	8	3	FC-v1-helper-validation	westmere	cell-v1-4fc0ee819f69d5fdbebf70417203348fc56831040a4208504114f990fee4a34a	op-v1-746f2ddb034fd6031f7480dc27f8384c48b313010cdf7ce853d620b940e70a90	4	eligible		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:642;api-manifest.tsv:ValidateUTF16BEWithErrors;isa-eligibility.tsv:ValidateUTF16LE/BE, AsASCII, and WithErrors;upstream:src/westmere/sse_validate_utf16.cpp:2	validateUTF16BEWithErrorsWestmere	symbol-v1-b2424fe5f9dcf5eb257605e87bc4cbb596a5301d39e7d2631bab4074335da03c	shared-kernel-v1-f62922119e23750fa9cff5197f4bd51b9b0daac1ebed10025cab3e07e7d41303	cell-v1-4fc0ee819f69d5fdbebf70417203348fc56831040a4208504114f990fee4a34a		KB-v1-FC-v1-helper-validation-westmere-01	batch-v1-012abe96dfb8e6ce6d69db8ce4ec8678ff49eefb9f4dfc696bd73a782f0339c6	EB-v1-KB-v1-FC-v1-helper-validation-westmere-01-01	batch-v1-350baea6045b345ea545f863d4cf14b21666e0b7b8b5e5289dc67d4e434ce0c9
