mapping_version	manifest_ordinal	go_symbol	family_contract_display_id	isa_ordinal_or_scalar	canonical_kernel_name	westmere_outcome	westmere_direct_symbol	westmere_na_reason	westmere_evidence_anchor	haswell_outcome	haswell_direct_symbol	haswell_na_reason	haswell_evidence_anchor	archsimd_outcome	archsimd_direct_symbol	archsimd_na_reason	archsimd_evidence_anchor	neon_outcome	neon_direct_symbol	neon_na_reason	neon_evidence_anchor
v1	66	ConvertUTF16LEToUTF32WithErrors	FC-v1-utf16-source	15	convertUTF16LEToUTF32WithErrors	eligible	convertUTF16LEToUTF32WithErrorsWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2777;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf16_to_utf32.cpp:1-1	eligible	convertUTF16LEToUTF32WithErrorsHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2777;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf16_to_utf32.cpp:1-1	eligible	convertUTF16LEToUTF32WithErrorsArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf16-source audit row; required primitives: endian u16 loads/swaps, surrogate carry, compare/narrow, UTF-8 table/shuffle/pack, pair combine/u32 widen, counts/first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertUTF16LEToUTF32WithErrorsNEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2777;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf16_to_utf32.cpp:1-1
v1	67	ConvertUTF16BEToUTF32WithErrors	FC-v1-utf16-source	15	convertUTF16BEToUTF32WithErrors	eligible	convertUTF16BEToUTF32WithErrorsWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2813;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf16_to_utf32.cpp:1-1	eligible	convertUTF16BEToUTF32WithErrorsHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2813;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf16_to_utf32.cpp:1-1	eligible	convertUTF16BEToUTF32WithErrorsArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf16-source audit row; required primitives: endian u16 loads/swaps, surrogate carry, compare/narrow, UTF-8 table/shuffle/pack, pair combine/u32 widen, counts/first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertUTF16BEToUTF32WithErrorsNEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2813;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf16_to_utf32.cpp:1-1
v1	68	ConvertValidUTF16ToUTF32	FC-v1-utf16-source	15		not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2847	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2847	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2847	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2847
v1	69	ConvertValidUTF16LEToUTF32	FC-v1-utf16-source	15	convertUTF16LEToUTF32	eligible	convertValidUTF16LEToUTF32Westmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2881;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf16_to_utf32.cpp:1-1	eligible	convertValidUTF16LEToUTF32Haswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2881;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf16_to_utf32.cpp:1-1	eligible	convertValidUTF16LEToUTF32Archsimd		simd/archsimd Go 1.26.5:FC-v1-utf16-source audit row; required primitives: endian u16 loads/swaps, surrogate carry, compare/narrow, UTF-8 table/shuffle/pack, pair combine/u32 widen, counts/first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertValidUTF16LEToUTF32NEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2881;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf16_to_utf32.cpp:1-1
v1	70	ConvertValidUTF16BEToUTF32	FC-v1-utf16-source	15	convertUTF16BEToUTF32	eligible	convertValidUTF16BEToUTF32Westmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2915;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf16_to_utf32.cpp:1-1	eligible	convertValidUTF16BEToUTF32Haswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2915;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf16_to_utf32.cpp:1-1	eligible	convertValidUTF16BEToUTF32Archsimd		simd/archsimd Go 1.26.5:FC-v1-utf16-source audit row; required primitives: endian u16 loads/swaps, surrogate carry, compare/narrow, UTF-8 table/shuffle/pack, pair combine/u32 widen, counts/first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertValidUTF16BEToUTF32NEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2915;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf16_to_utf32.cpp:1-1
v1	71	UTF8LengthFromUTF16	FC-v1-utf16-source	14		not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2949	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2949	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2949	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2949
v1	72	UTF8LengthFromUTF16WithReplacement	FC-v1-utf16-source	14		not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2985	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2985	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2985	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:2985
v1	73	UTF8LengthFromUTF16LE	FC-v1-utf16-source	14	utf8LengthFromUTF16LE	eligible	utf8LengthFromUTF16LEWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3015;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf16_to_utf8.cpp:1-1	eligible	utf8LengthFromUTF16LEHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3015;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf16_to_utf8.cpp:1-1	eligible	utf8LengthFromUTF16LEArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf16-source audit row; required primitives: endian u16 loads/swaps, surrogate carry, compare/narrow, UTF-8 table/shuffle/pack, pair combine/u32 widen, counts/first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	utf8LengthFromUTF16LENEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3015;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf16_to_utf8.cpp:1-1
v1	74	UTF8LengthFromUTF16BE	FC-v1-utf16-source	14	utf8LengthFromUTF16BE	eligible	utf8LengthFromUTF16BEWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3044;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf16_to_utf8.cpp:1-1	eligible	utf8LengthFromUTF16BEHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3044;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf16_to_utf8.cpp:1-1	eligible	utf8LengthFromUTF16BEArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf16-source audit row; required primitives: endian u16 loads/swaps, surrogate carry, compare/narrow, UTF-8 table/shuffle/pack, pair combine/u32 widen, counts/first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	utf8LengthFromUTF16BENEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3044;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf16_to_utf8.cpp:1-1
v1	75	ConvertUTF32ToUTF8	FC-v1-utf32-source	17	convertUTF32ToUTF8	eligible	convertUTF32ToUTF8Westmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3077;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf32_to_utf8.cpp:1-1	eligible	convertUTF32ToUTF8Haswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3077;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf32_to_utf8.cpp:1-1	eligible	convertUTF32ToUTF8Archsimd		simd/archsimd Go 1.26.5:FC-v1-utf32-source audit row; required primitives: u32 range/surrogate checks, narrow/pack, UTF-8 shuffle/table packing, UTF-16 surrogate expansion/endian stores; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertUTF32ToUTF8NEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3077;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf32_to_utf8.cpp:1-1
v1	76	ConvertUTF32ToUTF8WithErrors	FC-v1-utf32-source	17	convertUTF32ToUTF8WithErrors	eligible	convertUTF32ToUTF8WithErrorsWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3114;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf32_to_utf8.cpp:1-1	eligible	convertUTF32ToUTF8WithErrorsHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3114;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf32_to_utf8.cpp:1-1	eligible	convertUTF32ToUTF8WithErrorsArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf32-source audit row; required primitives: u32 range/surrogate checks, narrow/pack, UTF-8 shuffle/table packing, UTF-16 surrogate expansion/endian stores; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertUTF32ToUTF8WithErrorsNEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3114;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf32_to_utf8.cpp:1-1
v1	77	ConvertValidUTF32ToUTF8	FC-v1-utf32-source	17	convertUTF32ToUTF8	eligible	convertValidUTF32ToUTF8Westmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3148;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf32_to_utf8.cpp:1-1	eligible	convertValidUTF32ToUTF8Haswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3148;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf32_to_utf8.cpp:1-1	eligible	convertValidUTF32ToUTF8Archsimd		simd/archsimd Go 1.26.5:FC-v1-utf32-source audit row; required primitives: u32 range/surrogate checks, narrow/pack, UTF-8 shuffle/table packing, UTF-16 surrogate expansion/endian stores; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertValidUTF32ToUTF8NEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3148;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf32_to_utf8.cpp:1-1
v1	78	ConvertUTF32ToUTF16	FC-v1-utf32-source	18		not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3185	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3185	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3185	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3185
v1	79	ConvertUTF32ToUTF16LE	FC-v1-utf32-source	18	convertUTF32ToUTF16LE	eligible	convertUTF32ToUTF16LEWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3217;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf32_to_utf16.cpp:1-1	eligible	convertUTF32ToUTF16LEHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3217;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf32_to_utf16.cpp:1-1	eligible	convertUTF32ToUTF16LEArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf32-source audit row; required primitives: u32 range/surrogate checks, narrow/pack, UTF-8 shuffle/table packing, UTF-16 surrogate expansion/endian stores; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertUTF32ToUTF16LENEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3217;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf32_to_utf16.cpp:1-1
v1	80	ConvertUTF32ToLatin1	FC-v1-utf32-source	16	convertUTF32ToLatin1	eligible	convertUTF32ToLatin1Westmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3252;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf32_to_latin1.cpp:1-1	eligible	convertUTF32ToLatin1Haswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3252;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf32_to_latin1.cpp:1-1	eligible	convertUTF32ToLatin1Archsimd		simd/archsimd Go 1.26.5:FC-v1-utf32-source audit row; required primitives: u32 range/surrogate checks, narrow/pack, UTF-8 shuffle/table packing, UTF-16 surrogate expansion/endian stores; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertUTF32ToLatin1NEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3252;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf32_to_latin1.cpp:1-1
