mapping_version	manifest_ordinal	go_symbol	family_contract_display_id	isa_ordinal_or_scalar	canonical_kernel_name	westmere_outcome	westmere_direct_symbol	westmere_na_reason	westmere_evidence_anchor	haswell_outcome	haswell_direct_symbol	haswell_na_reason	haswell_evidence_anchor	archsimd_outcome	archsimd_direct_symbol	archsimd_na_reason	archsimd_evidence_anchor	neon_outcome	neon_direct_symbol	neon_na_reason	neon_evidence_anchor
v1	11	ToWellFormedUTF16	FC-v1-helper-validation	6		not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:731	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:731	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:731	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:731
v1	12	ValidateUTF32	FC-v1-helper-validation	5	validateUTF32	eligible	validateUTF32Westmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:766;api-manifest.tsv:ValidateUTF32;isa-eligibility.tsv:ValidateUTF32 and ValidateUTF32WithErrors;upstream:src/westmere/implementation.cpp:138	eligible	validateUTF32Haswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:766;api-manifest.tsv:ValidateUTF32;isa-eligibility.tsv:ValidateUTF32 and ValidateUTF32WithErrors;upstream:src/haswell/implementation.cpp:142	eligible	validateUTF32Archsimd		simd/archsimd Go 1.26.5:FC-v1-helper-validation audit row; archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	validateUTF32NEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:766;api-manifest.tsv:ValidateUTF32;isa-eligibility.tsv:ValidateUTF32 and ValidateUTF32WithErrors;upstream:src/arm64/arm_validate_utf32le.cpp:2
v1	13	ValidateUTF32WithErrors	FC-v1-helper-validation	5	validateUTF32WithErrors	eligible	validateUTF32WithErrorsWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:801;api-manifest.tsv:ValidateUTF32WithErrors;isa-eligibility.tsv:ValidateUTF32 and ValidateUTF32WithErrors;upstream:src/westmere/implementation.cpp:138	eligible	validateUTF32WithErrorsHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:801;api-manifest.tsv:ValidateUTF32WithErrors;isa-eligibility.tsv:ValidateUTF32 and ValidateUTF32WithErrors;upstream:src/haswell/implementation.cpp:142	eligible	validateUTF32WithErrorsArchsimd		simd/archsimd Go 1.26.5:FC-v1-helper-validation audit row; required primitives: u16 loads/endian swap/surrogate compares/masks/carry/first-error; masked U+FFFD replacement/store; u32 range/surrogate compares/mask reduction; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	validateUTF32WithErrorsNEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:801;api-manifest.tsv:ValidateUTF32WithErrors;isa-eligibility.tsv:ValidateUTF32 and ValidateUTF32WithErrors;upstream:src/arm64/arm_validate_utf32le.cpp:2
v1	14	ConvertLatin1ToUTF8	FC-v1-latin1-source	7	convertLatin1ToUTF8	eligible	convertLatin1ToUTF8Westmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:830;api-manifest.tsv:ConvertLatin1ToUTF8;isa-eligibility.tsv:ConvertLatin1ToUTF8;upstream:src/westmere/sse_convert_latin1_to_utf8.cpp:2	eligible	convertLatin1ToUTF8Haswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:830;api-manifest.tsv:ConvertLatin1ToUTF8;isa-eligibility.tsv:ConvertLatin1ToUTF8;upstream:src/haswell/avx2_convert_latin1_to_utf8.cpp:2	eligible	convertLatin1ToUTF8Archsimd		simd/archsimd Go 1.26.5:FC-v1-latin1-source audit row; required primitives: u8→u16/u32 widening, endian stores, UTF-8 pack/shuffle, high-bit masks, lane count; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertLatin1ToUTF8NEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:830;api-manifest.tsv:ConvertLatin1ToUTF8;isa-eligibility.tsv:ConvertLatin1ToUTF8;upstream:src/arm64/arm_convert_latin1_to_utf8.cpp:6
v1	15	ConvertLatin1ToUTF8Safe	FC-v1-latin1-source	7		not_applicable		composite_wrapper_delegates_accelerated_core	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:868;dependency:ConvertLatin1ToUTF8	not_applicable		composite_wrapper_delegates_accelerated_core	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:868;dependency:ConvertLatin1ToUTF8	not_applicable		composite_wrapper_delegates_accelerated_core	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:868;dependency:ConvertLatin1ToUTF8	not_applicable		composite_wrapper_delegates_accelerated_core	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:868;dependency:ConvertLatin1ToUTF8
v1	16	ConvertLatin1ToUTF16LE	FC-v1-latin1-source	8	convertLatin1ToUTF16LE	eligible	convertLatin1ToUTF16LEWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:907;api-manifest.tsv:ConvertLatin1ToUTF16LE;isa-eligibility.tsv:ConvertLatin1ToUTF16LE/BE;upstream:src/westmere/sse_convert_latin1_to_utf16.cpp:3	eligible	convertLatin1ToUTF16LEHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:907;api-manifest.tsv:ConvertLatin1ToUTF16LE;isa-eligibility.tsv:ConvertLatin1ToUTF16LE/BE;upstream:src/haswell/avx2_convert_latin1_to_utf16.cpp:3	eligible	convertLatin1ToUTF16LEArchsimd		simd/archsimd Go 1.26.5:FC-v1-latin1-source audit row; required primitives: u8→u16/u32 widening, endian stores, UTF-8 pack/shuffle, high-bit masks, lane count; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertLatin1ToUTF16LENEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:907;api-manifest.tsv:ConvertLatin1ToUTF16LE;isa-eligibility.tsv:ConvertLatin1ToUTF16LE/BE;upstream:src/arm64/arm_convert_latin1_to_utf16.cpp:3
v1	17	ConvertLatin1ToUTF16BE	FC-v1-latin1-source	8	convertLatin1ToUTF16BE	eligible	convertLatin1ToUTF16BEWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:938;api-manifest.tsv:ConvertLatin1ToUTF16BE;isa-eligibility.tsv:ConvertLatin1ToUTF16LE/BE;upstream:src/westmere/sse_convert_latin1_to_utf16.cpp:3	eligible	convertLatin1ToUTF16BEHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:938;api-manifest.tsv:ConvertLatin1ToUTF16BE;isa-eligibility.tsv:ConvertLatin1ToUTF16LE/BE;upstream:src/haswell/avx2_convert_latin1_to_utf16.cpp:3	eligible	convertLatin1ToUTF16BEArchsimd		simd/archsimd Go 1.26.5:FC-v1-latin1-source audit row; required primitives: u8→u16/u32 widening, endian stores, UTF-8 pack/shuffle, high-bit masks, lane count; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertLatin1ToUTF16BENEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:938;api-manifest.tsv:ConvertLatin1ToUTF16BE;isa-eligibility.tsv:ConvertLatin1ToUTF16LE/BE;upstream:src/arm64/arm_convert_latin1_to_utf16.cpp:3
v1	18	Latin1LengthFromUTF16	FC-v1-utf16-source	scalar		not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:966	not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:966	not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:966	not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:966
v1	19	UTF16LengthFromLatin1	FC-v1-latin1-source	scalar		not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:979	not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:979	not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:979	not_applicable		primitive_gap	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:979
v1	20	ConvertLatin1ToUTF32	FC-v1-latin1-source	9	convertLatin1ToUTF32	eligible	convertLatin1ToUTF32Westmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:995;api-manifest.tsv:ConvertLatin1ToUTF32;isa-eligibility.tsv:ConvertLatin1ToUTF32;upstream:src/westmere/sse_convert_latin1_to_utf32.cpp:2	eligible	convertLatin1ToUTF32Haswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:995;api-manifest.tsv:ConvertLatin1ToUTF32;isa-eligibility.tsv:ConvertLatin1ToUTF32;upstream:src/haswell/avx2_convert_latin1_to_utf32.cpp:2	eligible	convertLatin1ToUTF32Archsimd		simd/archsimd Go 1.26.5:FC-v1-latin1-source audit row; required primitives: u8→u16/u32 widening, endian stores, UTF-8 pack/shuffle, high-bit masks, lane count; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertLatin1ToUTF32NEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:995;api-manifest.tsv:ConvertLatin1ToUTF32;isa-eligibility.tsv:ConvertLatin1ToUTF32;upstream:src/arm64/arm_convert_latin1_to_utf32.cpp:2
