mapping_version	manifest_ordinal	go_symbol	family_contract_display_id	isa_ordinal_or_scalar	canonical_kernel_name	westmere_outcome	westmere_direct_symbol	westmere_na_reason	westmere_evidence_anchor	haswell_outcome	haswell_direct_symbol	haswell_na_reason	haswell_evidence_anchor	archsimd_outcome	archsimd_direct_symbol	archsimd_na_reason	archsimd_evidence_anchor	neon_outcome	neon_direct_symbol	neon_na_reason	neon_evidence_anchor
v1	31	ConvertUTF8ToUTF16BEWithErrors	FC-v1-utf8-source	11	convertUTF8ToUTF16BEWithErrors	eligible	convertUTF8ToUTF16BEWithErrorsWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1381;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf8_to_utf16.cpp	eligible	convertUTF8ToUTF16BEWithErrorsHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1381;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf8_to_utf16.cpp	eligible	convertUTF8ToUTF16BEWithErrorsArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf8-source audit row; required primitives: byte classification, lookup/shuffle, error masks, compaction, u16/u32 widening, surrogate construction, endian stores, first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertUTF8ToUTF16BEWithErrorsNEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1381;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf8_to_utf16.cpp
v1	32	ConvertUTF8ToUTF32	FC-v1-utf8-source	12	convertUTF8ToUTF32	eligible	convertUTF8ToUTF32Westmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1416;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf8_to_utf32.cpp	eligible	convertUTF8ToUTF32Haswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1416;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf8_to_utf32.cpp	eligible	convertUTF8ToUTF32Archsimd		simd/archsimd Go 1.26.5:FC-v1-utf8-source audit row; required primitives: byte classification, lookup/shuffle, error masks, compaction, u16/u32 widening, surrogate construction, endian stores, first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertUTF8ToUTF32NEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1416;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf8_to_utf32.cpp
v1	33	ConvertUTF8ToUTF32WithErrors	FC-v1-utf8-source	12	convertUTF8ToUTF32WithErrors	eligible	convertUTF8ToUTF32WithErrorsWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1450;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf8_to_utf32.cpp	eligible	convertUTF8ToUTF32WithErrorsHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1450;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf8_to_utf32.cpp	eligible	convertUTF8ToUTF32WithErrorsArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf8-source audit row; required primitives: byte classification, lookup/shuffle, error masks, compaction, u16/u32 widening, surrogate construction, endian stores, first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertUTF8ToUTF32WithErrorsNEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1450;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf8_to_utf32.cpp
v1	34	ConvertValidUTF8ToLatin1	FC-v1-utf8-source	10	convertValidUTF8ToLatin1	eligible	convertValidUTF8ToLatin1Westmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1492;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf8_to_latin1.cpp	eligible	convertValidUTF8ToLatin1Haswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1492;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf8_to_latin1.cpp	eligible	convertValidUTF8ToLatin1Archsimd		simd/archsimd Go 1.26.5:FC-v1-utf8-source audit row; required primitives: byte classification, lookup/shuffle, error masks, compaction, u16/u32 widening, surrogate construction, endian stores, first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertValidUTF8ToLatin1NEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1492;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf8_to_latin1.cpp
v1	35	ConvertValidUTF8ToUTF16	FC-v1-utf8-source	11		not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1525	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1525	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1525	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1525
v1	36	ConvertValidUTF8ToUTF16LE	FC-v1-utf8-source	11	convertValidUTF8ToUTF16LE	eligible	convertValidUTF8ToUTF16LEWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1556;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf8_to_utf16.cpp	eligible	convertValidUTF8ToUTF16LEHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1556;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf8_to_utf16.cpp	eligible	convertValidUTF8ToUTF16LEArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf8-source audit row; required primitives: byte classification, lookup/shuffle, error masks, compaction, u16/u32 widening, surrogate construction, endian stores, first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertValidUTF8ToUTF16LENEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1556;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf8_to_utf16.cpp
v1	37	ConvertValidUTF8ToUTF16BE	FC-v1-utf8-source	11	convertValidUTF8ToUTF16BE	eligible	convertValidUTF8ToUTF16BEWestmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1588;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf8_to_utf16.cpp	eligible	convertValidUTF8ToUTF16BEHaswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1588;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf8_to_utf16.cpp	eligible	convertValidUTF8ToUTF16BEArchsimd		simd/archsimd Go 1.26.5:FC-v1-utf8-source audit row; required primitives: byte classification, lookup/shuffle, error masks, compaction, u16/u32 widening, surrogate construction, endian stores, first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertValidUTF8ToUTF16BENEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1588;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf8_to_utf16.cpp
v1	38	ConvertValidUTF8ToUTF32	FC-v1-utf8-source	12	convertValidUTF8ToUTF32	eligible	convertValidUTF8ToUTF32Westmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1621;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf8_to_utf32.cpp	eligible	convertValidUTF8ToUTF32Haswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1621;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf8_to_utf32.cpp	eligible	convertValidUTF8ToUTF32Archsimd		simd/archsimd Go 1.26.5:FC-v1-utf8-source audit row; required primitives: byte classification, lookup/shuffle, error masks, compaction, u16/u32 widening, surrogate construction, endian stores, first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertValidUTF8ToUTF32NEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1621;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf8_to_utf32.cpp
v1	39	UTF8LengthFromLatin1	FC-v1-latin1-source	19	utf8LengthFromLatin1	eligible	utf8LengthFromLatin1Westmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1652;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/implementation.cpp	eligible	utf8LengthFromLatin1Haswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1652;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/implementation.cpp	eligible	utf8LengthFromLatin1Archsimd		simd/archsimd Go 1.26.5:FC-v1-latin1-source audit row; required primitives: u8→u16/u32 widening, endian stores, UTF-8 pack/shuffle, high-bit masks, lane count; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	utf8LengthFromLatin1NEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1652;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/implementation.cpp
v1	40	ConvertUTF16ToUTF8	FC-v1-utf16-source	14		not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1797	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1797	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1797	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1797
v1	41	ConvertUTF16ToUTF8Safe	FC-v1-utf16-source	14		not_applicable		composite_wrapper_delegates_accelerated_core	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1836;dependency:ConvertUTF16ToUTF8	not_applicable		composite_wrapper_delegates_accelerated_core	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1836;dependency:ConvertUTF16ToUTF8	not_applicable		composite_wrapper_delegates_accelerated_core	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1836;dependency:ConvertUTF16ToUTF8	not_applicable		composite_wrapper_delegates_accelerated_core	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1836;dependency:ConvertUTF16ToUTF8
v1	42	ConvertUTF16ToLatin1	FC-v1-utf16-source	13		not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1889	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1889	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1889	not_applicable		native_wrapper_delegates_explicit_endian	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1889
v1	43	ConvertUTF16LEToLatin1	FC-v1-utf16-source	13	convertUTF16LEToLatin1	eligible	convertUTF16LEToLatin1Westmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1926;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf16_to_latin1.cpp	eligible	convertUTF16LEToLatin1Haswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1926;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf16_to_latin1.cpp	eligible	convertUTF16LEToLatin1Archsimd		simd/archsimd Go 1.26.5:FC-v1-utf16-source audit row; required primitives: endian u16 loads/swaps, surrogate carry, compare/narrow, UTF-8 table/shuffle/pack, pair combine/u32 widen, counts/first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertUTF16LEToLatin1NEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1926;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf16_to_latin1.cpp
v1	44	ConvertUTF16BEToLatin1	FC-v1-utf16-source	13	convertUTF16BEToLatin1	eligible	convertUTF16BEToLatin1Westmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1961;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf16_to_latin1.cpp	eligible	convertUTF16BEToLatin1Haswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1961;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf16_to_latin1.cpp	eligible	convertUTF16BEToLatin1Archsimd		simd/archsimd Go 1.26.5:FC-v1-utf16-source audit row; required primitives: endian u16 loads/swaps, surrogate carry, compare/narrow, UTF-8 table/shuffle/pack, pair combine/u32 widen, counts/first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertUTF16BEToLatin1NEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1961;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf16_to_latin1.cpp
v1	45	ConvertUTF16LEToUTF8	FC-v1-utf16-source	14	convertUTF16LEToUTF8	eligible	convertUTF16LEToUTF8Westmere		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1998;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf16_to_utf8.cpp	eligible	convertUTF16LEToUTF8Haswell		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1998;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf16_to_utf8.cpp	eligible	convertUTF16LEToUTF8Archsimd		simd/archsimd Go 1.26.5:FC-v1-utf16-source audit row; required primitives: endian u16 loads/swaps, surrogate carry, compare/narrow, UTF-8 table/shuffle/pack, pair combine/u32 widen, counts/first-error; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask	eligible	convertUTF16LEToUTF8NEON		611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:1998;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf16_to_utf8.cpp
